"D2015","D2015 - Nominal","K2015 ","D2020","D2020 - Nominal","T2020","BIEDRON","BOSAK","DUDA","HOŁOWNIA","JAKUBIAK","KOS-KAM","PIOTROWSKI","TANAJNO","TRZASK","WITK","ŻÓŁTEK","KO","KONF","PSL","PIS","SLD","NP","NoLegVot - T1 2020","NoLegVot - T2 2020","NoVoters - T1 2020","NoVoters - T2 2020","VotFreq T1 2020","VotFreq T2 2020"
35.62,"T",64.38,34.62,"T",65.38,2.3,7.59,28.88,16.42,0.14,2.16,0.09,0.09,41.93,0.21,0.17,39.13,8.38,7.38,31.39,13.72,,4221,4338,5738,5756,73.44,75.36
53.35,"D",46.65,53.62,"D",46.38,1.54,7.37,46.33,13.68,0.04,1.67,0.07,0.27,28.7,0.11,0.22,23.97,6.36,5.01,51.55,11.16,1.96,4509,4724,8087,7998,55.57,59.06
70.67,"D",29.33,71.56,"D",28.44,2.25,9.42,60.71,9.49,0.18,2.07,0.08,0.08,15.4,0.09,0.22,13.23,6.92,8.16,63.2,8.49,,7425,7760,12200,12095,60.71,64.16
74.73,"D",25.27,77.33,"D",22.67,1.48,6.93,67.38,8.94,0.17,2.44,0.07,0.13,12.2,0.14,0.13,9.18,4.78,12.63,67.26,5.02,0.64,7133,7608,11032,10941,64.36,69.54
70.1,"D",29.9,68.87,"D",31.13,1.17,7.53,59.7,10.3,0.15,2.02,0.1,0.1,18.64,0.12,0.19,16.19,6.12,5.98,62.6,7.33,0.95,6925,7318,10203,10141,67.58,72.16
63.41,"D",36.59,75.53,"D",24.47,1.52,8.84,63.57,10.25,0.36,3.63,0.07,0.23,11.31,0.16,0.07,6.55,6.51,19.6,61.22,4.73,1.39,3046,3298,5567,5574,54.48,59.17
85.54,"D",14.46,86.17,"D",13.83,0.57,7.2,77.15,5.98,0.2,1.83,0.04,0.08,6.54,0.0,0.41,4.37,4.55,7.07,81.05,2.08,0.57,2469,2812,4274,4250,57.56,66.16
43.92,"T",56.08,44.49,"T",55.51,2.42,5.1,42.04,14.58,0.05,2.42,0.1,0.31,32.46,0.31,0.21,19.17,5.71,18.29,45.21,10.68,,1953,2776,3480,4192,55.78,66.22
59.95,"D",40.05,63.16,"D",36.84,1.24,8.41,52.67,14.84,0.09,1.7,0.09,0.23,20.59,0.05,0.09,23.28,7.11,5.78,54.29,7.44,2.09,2184,2215,3157,3139,68.93,70.56
53.66,"D",46.34,51.52,"D",48.48,1.94,6.67,44.68,13.55,0.23,1.73,0.12,0.11,30.65,0.11,0.19,25.86,6.6,6.61,46.38,10.65,3.9,11616,11996,17701,17546,65.45,68.37
66.54,"D",33.46,64.08,"D",35.92,1.34,6.7,56.64,13.03,0.06,3.58,0.13,0.06,18.14,0.06,0.26,8.42,6.46,16.04,62.19,5.52,0.73,1571,1871,2600,2783,60.23,67.23
68.29,"D",31.71,70.2,"D",29.8,1.35,6.62,63.66,9.38,0.24,1.66,0.07,0.1,16.71,0.04,0.16,17.68,5.17,6.86,65.01,5.28,,7014,7727,10852,10996,64.34,70.27
42.3,"T",57.7,56.32,"D",43.68,1.06,7.5,46.32,20.77,0.08,1.77,0.04,0.11,22.05,0.15,0.15,15.29,6.11,5.29,32.21,5.74,,2665,2768,5920,5883,44.81,47.05
55.1,"D",44.9,68.24,"D",31.76,1.37,8.29,60.14,8.13,0.16,3.06,0.08,0.0,18.76,0.0,0.0,15.76,5.08,9.8,57.88,9.44,2.05,1246,1360,2373,2357,52.34,57.7
56.23,"D",43.77,51.54,"D",48.46,2.28,6.41,43.11,16.24,0.04,2.43,0.11,0.18,28.87,0.11,0.22,23.54,6.45,6.77,43.08,17.75,2.41,2726,2831,3928,3899,69.14,72.61
70.54,"D",29.46,70.14,"D",29.86,1.28,8.2,60.26,10.93,0.21,3.24,0.15,0.13,15.34,0.11,0.15,13.25,7.57,8.35,63.87,5.96,0.88,6175,6451,8810,8768,69.78,73.57
51.56,"D",48.44,62.64,"D",37.36,1.4,4.74,56.09,12.59,0.05,5.46,0.05,0.32,18.95,0.23,0.14,8.1,3.34,32.1,48.89,7.26,0.32,2225,2425,3823,3905,57.96,62.1
50.41,"D",49.59,54.68,"D",45.32,2.67,8.49,46.69,11.78,0.24,3.74,0.1,0.24,25.74,0.14,0.17,14.0,6.52,23.41,43.66,11.84,,2903,3246,6013,6033,48.01,53.8
76.96,"D",23.04,81.88,"D",18.12,1.33,7.72,72.7,5.85,0.31,3.12,0.0,0.23,8.58,0.08,0.08,5.96,5.78,12.8,70.82,4.47,0.18,1288,1396,2231,2213,57.46,63.08
48.75,"T",51.25,57.57,"D",42.43,1.58,7.42,48.96,15.75,0.15,2.08,0.12,0.18,23.58,0.06,0.12,24.77,9.03,6.8,48.32,9.82,1.25,3423,3710,6138,6158,55.54,60.25
91.83,"D",8.17,91.42,"D",8.58,0.56,8.3,81.18,3.93,0.16,1.85,0.23,0.08,3.54,0.06,0.12,2.29,5.96,3.41,86.49,1.54,,5168,5269,7896,7805,65.13,67.51
66.23,"D",33.77,73.5,"D",26.5,0.78,5.55,64.15,9.54,0.17,6.71,0.28,0.28,12.04,0.11,0.39,10.08,4.98,19.61,60.91,4.43,,1811,1981,2729,2715,66.03,72.97
34.86,"T",65.14,35.01,"T",64.99,1.88,4.79,30.3,15.82,0.08,1.48,0.05,0.0,45.45,0.03,0.11,32.21,5.74,8.94,29.94,21.44,1.74,3728,3830,5759,5735,64.53,66.78
60.02,"D",39.98,64.01,"D",35.99,1.51,5.82,56.03,10.45,0.13,2.82,0.06,0.06,22.86,0.11,0.15,16.11,5.21,9.2,57.45,9.99,0.82,13963,14745,22199,22095,62.69,66.73
82.94,"D",17.06,87.2,"D",12.8,1.04,7.23,77.06,4.68,0.2,2.72,0.28,0.08,6.51,0.04,0.16,5.19,5.47,9.2,77.49,2.46,,2515,2719,4314,4280,58.0,63.53
78.35,"D",21.65,83.13,"D",16.87,0.5,6.31,74.09,5.98,0.17,3.17,0.07,0.09,9.22,0.07,0.33,5.21,9.8,10.36,71.79,2.84,,4246,4607,6623,6665,63.87,69.12
61.09,"D",38.91,57.41,"D",42.59,1.63,4.95,49.88,12.18,0.97,2.96,0.12,0.12,27.08,0.0,0.12,15.08,5.32,12.5,55.32,9.6,2.18,1667,2118,2473,2753,67.04,76.93
37.77,"T",62.23,35.14,"T",64.86,2.64,7.6,29.13,17.94,0.28,2.55,0.06,0.22,39.05,0.22,0.31,36.74,7.38,11.2,30.28,13.94,,3573,3737,5876,5916,60.7,63.17
77.68,"D",22.32,80.91,"D",19.09,0.78,8.24,71.26,6.93,0.2,2.0,0.13,0.04,10.3,0.02,0.11,8.22,6.89,6.87,73.83,4.19,,5532,5684,8604,8574,64.06,66.29
55.68,"D",44.32,62.62,"D",37.38,2.57,6.74,52.3,13.14,0.33,2.9,0.05,0.0,21.47,0.16,0.33,20.32,6.64,8.76,51.93,8.96,3.39,1839,2044,2546,2537,71.72,80.57
65.33,"D",34.67,68.3,"D",31.7,1.82,9.14,59.61,7.64,0.13,3.71,0.1,0.23,17.2,0.1,0.33,9.19,7.55,13.41,60.01,9.08,0.75,3088,3435,5711,5726,53.84,59.99
69.22,"D",30.78,76.59,"D",23.41,1.43,7.96,67.09,6.4,0.17,4.31,0.13,0.1,12.21,0.03,0.17,8.03,5.52,13.9,64.62,6.37,1.54,3021,3272,5313,5282,56.73,61.95
64.59,"D",35.41,59.76,"D",40.24,1.17,9.65,47.08,19.46,0.35,1.64,0.12,0.12,19.88,0.13,0.41,21.56,9.44,6.7,51.32,9.36,0.77,8605,8662,12643,12571,67.87,68.9
43.94,"T",56.06,64.83,"D",35.17,1.3,5.83,54.1,14.95,0.16,4.97,0.35,0.16,18.02,0.06,0.1,16.46,4.49,18.28,48.54,12.23,,3170,3293,5533,5423,57.06,60.72
45.18,"T",54.82,50.09,"D",49.91,1.93,7.61,41.06,19.74,0.23,2.21,0.08,0.18,26.54,0.28,0.15,22.88,7.84,15.35,42.88,11.06,,3952,4037,6045,5998,65.19,67.31
72.39,"D",27.61,76.67,"D",23.33,0.86,9.68,65.18,9.5,0.14,2.71,0.14,0.1,11.39,0.06,0.24,7.86,7.32,12.6,67.53,3.58,0.92,5030,5363,8822,8777,56.8,61.1
52.17,"D",47.83,65.26,"D",34.74,1.5,7.09,58.55,11.68,0.17,2.54,0.08,0.08,17.89,0.08,0.33,12.01,6.59,12.15,60.91,7.47,,2411,2732,5274,5380,45.47,50.78
50.14,"D",49.86,56.93,"D",43.07,1.12,5.47,49.63,19.18,0.21,3.07,0.08,0.08,20.96,0.17,0.04,21.28,5.28,17.31,48.47,7.65,,2420,2635,4234,4305,57.01,61.21
35.36,"T",64.64,47.77,"T",52.23,1.67,6.22,40.15,18.02,0.04,2.62,0.07,0.15,30.8,0.04,0.22,23.26,4.88,21.23,36.72,13.91,,2756,3119,5521,5529,49.76,56.41
60.38,"D",39.62,61.67,"D",38.33,1.25,7.06,52.43,13.72,0.16,2.5,0.09,0.14,22.44,0.09,0.14,19.31,6.96,15.66,51.32,6.75,,10282,10776,15803,15769,64.91,68.34
69.81,"D",30.19,71.13,"D",28.87,1.22,5.75,62.75,9.63,0.14,2.67,0.03,0.17,17.17,0.14,0.34,17.91,6.08,8.94,61.9,4.29,0.7,2967,3232,4590,4607,64.44,70.15
82.29,"D",17.71,82.86,"D",17.14,0.74,7.78,75.46,4.96,0.08,1.87,0.13,0.03,8.78,0.08,0.1,6.04,6.65,8.09,77.03,2.2,,3924,4248,5970,6030,65.46,70.45
42.28,"T",57.72,48.07,"T",51.93,2.14,5.32,41.53,15.05,0.17,2.62,0.03,0.14,32.72,0.1,0.17,22.43,4.98,15.38,38.58,16.38,2.25,2907,3064,4472,4462,64.78,68.67
39.92,"T",60.08,58.85,"D",41.15,1.59,5.6,50.62,16.06,0.1,3.91,0.0,0.07,21.63,0.2,0.2,30.04,5.89,11.5,44.59,7.98,,2978,3210,5040,5012,58.79,64.05
51.72,"D",48.28,53.76,"D",46.24,1.87,5.06,47.71,11.64,0.13,2.7,0.05,0.16,30.45,0.08,0.13,22.29,4.58,12.85,47.45,10.49,2.34,3753,3949,6537,6538,57.17,60.4
47.12,"T",52.88,50.7,"D",49.3,1.84,6.18,43.23,15.11,0.17,1.96,0.19,0.07,30.86,0.14,0.26,31.6,5.98,5.35,44.42,10.97,1.67,4267,4381,6924,6862,61.27,63.84
60.23,"D",39.77,71.9,"D",28.1,1.51,6.12,65.31,8.62,0.0,2.76,0.13,0.07,15.34,0.0,0.13,12.3,4.83,10.87,62.42,9.43,,1526,1605,2787,2732,54.5,58.75
81.63,"D",18.37,80.01,"D",19.99,0.94,9.74,69.29,7.35,0.3,2.91,0.07,0.15,8.97,0.07,0.22,9.01,7.76,6.85,72.51,3.53,0.56,5404,5604,8829,8779,60.99,63.83
40.56,"T",59.44,55.52,"D",44.48,2.11,5.64,45.24,19.02,0.2,2.96,0.14,0.17,23.91,0.07,0.54,20.7,6.81,11.93,41.55,17.16,1.85,2952,3134,5306,5252,55.48,59.67
35.38,"T",64.62,38.48,"T",61.52,2.71,4.05,34.17,14.16,0.21,1.81,0.06,0.17,42.4,0.09,0.17,36.59,5.58,9.68,35.15,13.0,,6666,7641,11250,11743,59.0,65.07
79.22,"D",20.78,76.79,"D",23.21,1.54,7.91,66.63,9.13,0.1,1.79,0.06,0.06,12.52,0.06,0.19,10.92,7.05,5.55,68.98,7.5,,3133,3274,4723,4650,66.12,70.41
69.35,"D",30.65,71.28,"D",28.72,1.68,10.17,59.02,9.27,0.52,4.1,0.16,0.19,14.56,0.03,0.29,11.88,7.68,11.51,61.59,5.94,1.4,3116,3276,5168,5103,59.93,64.2
82.7,"D",17.3,83.03,"D",16.97,0.81,9.26,72.56,6.6,0.4,1.87,0.14,0.02,8.27,0.04,0.05,6.84,6.75,5.58,75.84,4.98,,5581,5723,7838,7760,70.99,73.75
60.2,"D",39.8,59.88,"D",40.12,2.83,5.13,53.31,11.79,0.29,2.71,0.21,0.08,23.41,0.16,0.08,19.73,5.43,9.41,52.76,10.72,1.95,2442,2637,3608,3605,67.49,73.15
67.44,"D",32.56,73.35,"D",26.65,1.06,6.81,63.74,6.85,0.09,7.31,0.03,0.02,13.92,0.07,0.12,9.58,6.04,14.48,64.81,5.09,,5889,6082,9957,9904,58.96,61.41
61.21,"D",38.79,59.31,"D",40.69,1.37,6.15,50.65,13.51,0.21,2.67,0.08,0.09,24.97,0.1,0.21,18.07,6.29,11.25,52.83,9.76,1.81,8776,8925,12370,12139,70.75,73.52
67.63,"D",32.37,73.35,"D",26.65,1.25,8.33,61.06,10.55,0.16,6.19,0.12,0.08,11.97,0.0,0.28,8.3,5.75,20.24,59.0,5.05,1.67,2484,2683,4563,4467,54.2,60.06
32.33,"T",67.67,41.63,"T",58.37,1.86,5.13,36.09,19.23,0.11,3.27,0.0,0.26,33.74,0.15,0.15,24.38,6.07,19.99,34.51,15.04,,2702,2933,4581,4586,58.68,63.96
46.75,"T",53.25,50.44,"D",49.56,2.38,7.4,41.39,13.73,0.12,2.57,0.09,0.06,32.04,0.03,0.18,33.31,6.72,7.1,42.31,10.56,,3291,3600,6812,6737,48.02,53.44
46.29,"T",53.71,48.27,"T",51.73,1.63,3.81,47.14,19.56,0.22,1.85,0.0,0.0,25.67,0.0,0.11,30.81,4.61,9.61,46.68,8.29,,1842,2776,3234,3904,56.74,71.11
75.71,"D",24.29,78.13,"D",21.87,0.93,7.24,68.65,8.09,0.12,3.76,0.2,0.08,10.56,0.2,0.16,5.38,5.65,15.7,67.98,4.62,0.54,2477,2743,4092,4085,60.41,67.15
49.71,"T",50.29,52.45,"D",47.55,1.55,6.88,49.06,14.08,0.12,1.94,0.09,0.18,25.87,0.09,0.15,14.54,13.82,10.69,53.33,7.63,,3368,4185,5233,5744,64.19,72.86
48.43,"T",51.57,51.4,"D",48.6,1.65,5.78,42.76,19.78,0.15,1.83,0.08,0.11,27.5,0.16,0.19,34.35,7.25,7.84,43.62,6.95,,16554,17563,24729,24764,66.84,70.92
70.62,"D",29.38,78.79,"D",21.21,1.09,5.23,69.33,8.72,0.12,4.38,0.0,0.28,10.61,0.12,0.12,4.69,3.75,22.08,65.48,3.53,,2496,2659,4159,4151,59.82,64.06
75.57,"D",24.43,79.96,"D",20.04,1.35,5.53,72.64,7.8,0.0,3.57,0.04,0.09,8.8,0.0,0.17,8.38,4.77,11.27,70.04,4.53,0.48,2305,2535,3658,3660,62.74,69.26
62.6,"D",37.4,61.29,"D",38.71,1.79,6.49,52.64,13.36,0.24,1.93,0.02,0.07,23.19,0.09,0.17,18.14,5.5,10.73,53.0,12.12,,5765,6003,9136,8965,62.9,66.96
63.96,"D",36.04,58.1,"D",41.9,1.72,7.55,53.85,9.4,0.33,2.12,0.05,0.25,24.52,0.05,0.16,23.01,6.58,7.49,54.59,7.12,1.21,3681,4348,5844,6315,62.82,68.85
62.77,"D",37.23,68.39,"D",31.61,1.32,5.72,61.08,8.05,0.03,4.51,0.03,0.06,19.01,0.07,0.13,16.76,5.51,12.94,57.05,6.33,0.74,7131,7738,13083,13026,54.4,59.4
34.19,"T",65.81,39.25,"T",60.75,2.22,6.68,31.44,21.71,0.12,2.36,0.0,0.09,35.14,0.14,0.12,37.42,7.31,12.19,30.19,12.89,,4337,4402,6613,6546,65.42,67.25
78.37,"D",21.63,84.96,"D",15.04,0.73,7.23,75.03,7.54,0.28,1.86,0.1,0.13,6.83,0.0,0.28,6.28,5.05,7.74,76.66,2.86,1.4,3978,4283,6476,6425,61.27,66.66
47.02,"T",52.98,43.08,"T",56.92,2.18,7.16,35.75,14.02,0.17,2.18,0.1,0.18,37.89,0.16,0.21,29.2,6.91,10.93,36.06,12.01,4.88,13161,13557,18948,18578,69.23,72.97
41.12,"T",58.88,56.99,"D",43.01,2.68,5.25,48.43,13.91,0.11,4.29,0.14,0.11,24.93,0.04,0.12,16.13,7.95,15.84,45.93,12.61,1.54,5621,6101,10198,10071,54.91,60.58
38.37,"T",61.63,42.56,"T",57.44,4.06,5.68,36.53,13.94,0.12,3.32,0.06,0.15,35.85,0.18,0.12,30.09,7.27,11.38,35.42,15.84,,3391,3663,6790,6782,49.75,54.01
40.71,"T",59.29,47.28,"T",52.72,1.59,5.45,40.31,18.04,0.17,2.31,0.06,0.14,31.66,0.1,0.16,36.71,5.46,8.75,39.53,9.55,,12493,12735,19110,18922,65.23,67.3
47.2,"T",52.8,64.13,"D",35.87,1.26,5.83,55.28,15.13,0.05,2.26,0.0,0.35,19.75,0.0,0.1,17.34,8.14,8.42,56.5,8.53,1.07,1995,2138,3449,3441,57.7,62.13
41.74,"T",58.26,51.97,"D",48.03,2.35,7.31,42.79,16.2,0.2,3.79,0.17,0.13,26.89,0.07,0.1,20.04,8.0,15.73,42.43,12.76,,2999,3267,6275,6301,47.52,51.85
57.31,"D",42.69,57.05,"D",42.95,1.67,7.93,48.77,11.68,0.16,3.66,0.1,0.09,25.7,0.09,0.16,27.74,6.49,8.01,49.93,7.83,,17866,18179,26344,25928,67.64,70.11
77.95,"D",22.05,78.59,"D",21.41,1.79,5.55,71.1,8.81,0.14,2.66,0.05,0.09,9.54,0.09,0.18,5.98,4.92,11.0,71.39,5.98,0.72,2191,2354,3392,3320,64.27,70.9
68.9,"D",31.1,76.35,"D",23.65,0.98,5.7,67.48,10.29,0.12,4.84,0.0,0.12,10.29,0.06,0.12,6.01,4.53,12.16,67.84,8.85,0.61,1641,1810,2750,2735,59.38,66.18
54.69,"D",45.31,59.33,"D",40.67,1.66,8.63,52.46,10.14,0.12,1.95,0.06,0.17,24.57,0.1,0.12,20.47,6.72,9.68,52.77,9.86,,4825,5136,8504,8458,56.57,60.72
71.67,"D",28.33,75.59,"D",24.41,1.37,8.38,65.98,8.56,0.22,4.19,0.0,0.09,10.9,0.0,0.31,8.31,6.9,10.0,65.77,6.2,0.85,2275,2495,3687,3768,61.46,66.22
46.97,"T",53.03,55.84,"D",44.16,2.19,6.52,46.67,18.08,0.29,3.04,0.1,0.05,22.84,0.05,0.19,22.17,6.23,14.55,44.34,11.49,1.23,2108,2174,3453,3402,60.87,63.9
52.95,"D",47.05,63.77,"D",36.23,2.28,5.54,54.63,9.85,0.07,9.12,0.14,0.07,17.88,0.0,0.42,7.72,4.26,37.64,42.39,7.39,0.6,2867,3199,5605,5613,50.88,56.99
48.56,"T",51.44,66.33,"D",33.67,1.12,5.33,58.46,10.62,0.25,2.71,0.08,0.25,20.96,0.08,0.12,21.94,5.36,12.71,51.67,7.15,1.16,2414,2608,4718,4685,50.87,55.67
42.74,"T",57.26,53.72,"D",46.28,1.98,5.97,45.68,16.48,0.12,4.15,0.08,0.04,25.2,0.12,0.19,17.3,6.52,14.35,43.96,17.0,,2584,2753,4238,4246,60.85,64.84
48.83,"T",51.17,57.72,"D",42.28,1.26,9.02,50.33,12.34,0.0,4.21,0.0,0.0,22.69,0.0,0.15,19.71,7.4,10.38,53.26,6.92,2.33,1360,1490,2682,2678,50.45,55.64
67.94,"D",32.06,69.94,"D",30.06,1.85,5.74,63.44,10.22,0.06,2.1,0.02,0.12,16.18,0.1,0.16,9.73,6.14,12.12,63.13,8.38,,4931,5329,7928,8027,61.96,66.39
69.46,"D",30.54,69.45,"D",30.55,1.74,6.21,60.31,12.73,0.13,1.85,0.15,0.17,16.36,0.07,0.28,14.63,6.99,7.42,61.94,6.91,2.12,5429,5695,7731,7747,69.81,73.51
33.99,"T",66.01,47.7,"T",52.3,2.45,5.98,42.88,25.75,0.18,2.45,0.27,0.09,19.58,0.18,0.18,34.08,6.05,9.28,36.04,11.52,1.37,1108,1174,2120,2154,52.03,54.5
35.77,"T",64.23,34.79,"T",65.21,2.19,6.17,26.9,21.89,0.08,2.43,0.08,0.2,39.64,0.28,0.14,40.07,7.42,9.31,29.42,13.78,,5001,5140,6533,6507,76.35,78.99
77.38,"D",22.62,69.67,"D",30.33,1.78,11.73,55.23,13.06,0.16,2.63,0.32,0.13,14.52,0.19,0.25,11.69,11.76,7.18,58.33,11.03,,3162,3208,4549,4526,69.33,70.88
66.51,"D",33.49,74.31,"D",25.69,1.38,5.29,66.42,7.87,0.08,4.58,0.05,0.05,14.0,0.11,0.16,7.85,4.45,14.0,66.9,4.97,1.03,3705,4048,6484,6545,56.86,61.85
63.56,"D",36.44,77.09,"D",22.91,0.99,4.73,70.08,8.19,0.07,4.87,0.0,0.28,10.44,0.14,0.21,5.34,3.59,10.69,72.97,7.18,0.24,1422,1602,2325,2315,60.95,69.2
42.55,"T",57.45,44.92,"T",55.08,1.67,6.35,38.3,14.63,0.17,2.25,0.1,0.17,35.96,0.16,0.23,27.75,6.57,12.43,36.3,11.95,,16310,16945,28420,28084,57.19,60.34
52.79,"D",47.21,52.73,"D",47.27,2.61,6.85,45.29,12.81,0.17,2.81,0.01,0.1,28.84,0.09,0.41,20.12,6.28,20.02,43.85,8.91,0.67,8175,8433,12192,12117,66.82,69.6
75.83,"D",24.17,79.14,"D",20.86,1.49,6.29,71.13,7.25,0.11,4.27,0.11,0.14,8.99,0.14,0.07,3.88,4.49,12.58,72.91,4.89,0.53,2824,3010,4256,4320,66.09,69.68
78.27,"D",21.73,76.33,"D",23.67,1.84,7.18,67.79,7.96,0.18,2.14,0.18,0.09,12.43,0.09,0.13,7.6,6.65,6.55,69.8,9.4,,2299,2472,3550,3559,64.37,69.46
88.75,"D",11.25,89.06,"D",10.94,0.51,5.03,82.07,4.52,0.3,3.38,0.04,0.08,3.93,0.0,0.13,1.62,3.25,14.0,79.14,1.44,0.32,2372,2705,3518,3503,67.23,77.22
79.34,"D",20.66,82.99,"D",17.01,0.74,6.1,73.52,5.73,0.18,7.12,0.09,0.0,6.38,0.09,0.05,3.56,5.2,18.1,70.19,1.87,0.62,2183,2604,2707,2786,79.94,93.47
59.05,"D",40.95,57.95,"D",42.05,1.68,7.53,49.25,13.56,0.17,3.57,0.09,0.09,23.77,0.12,0.17,19.01,8.58,13.63,50.47,8.32,,5845,5991,8444,8410,69.01,71.24
52.38,"D",47.62,58.61,"D",41.39,2.03,6.08,49.08,17.68,0.08,3.18,0.0,0.11,21.49,0.16,0.11,16.27,6.26,10.57,48.02,18.1,,3663,3846,5785,5741,63.15,66.99
50.86,"D",49.14,49.4,"T",50.6,2.71,6.38,41.52,15.66,0.16,2.82,0.1,0.14,30.14,0.12,0.26,19.21,6.48,15.66,39.97,16.92,1.77,10839,11080,16403,16371,65.88,67.68
83.21,"D",16.79,86.61,"D",13.39,1.08,6.44,76.98,6.47,0.14,2.76,0.27,0.03,5.58,0.11,0.14,3.09,4.87,10.46,77.1,3.73,0.75,3708,4054,5612,5575,65.81,72.72
50.94,"D",49.06,50.56,"D",49.45,1.83,5.4,44.15,13.04,0.2,2.33,0.08,0.08,32.6,0.17,0.14,28.63,6.71,9.4,43.25,11.84,,10398,11069,16691,16633,62.12,66.55
52.82,"D",47.18,56.27,"D",43.73,1.59,5.63,49.89,13.11,0.13,3.82,0.11,0.14,25.3,0.08,0.18,20.99,5.36,15.37,49.01,7.69,1.58,7618,7948,13455,13285,56.45,59.83
61.63,"D",38.37,62.03,"D",37.97,2.07,6.56,52.65,14.13,0.06,3.23,0.13,0.11,20.62,0.14,0.29,15.85,5.8,9.78,55.49,11.41,1.68,6991,7258,11011,10924,63.24,66.44
70.88,"D",29.12,72.49,"D",27.51,0.71,7.75,61.31,14.4,0.33,2.23,0.05,0.1,12.93,0.1,0.1,11.3,7.57,12.15,64.14,3.47,0.68,2114,2185,3846,3818,54.71,57.23
64.12,"D",35.88,67.51,"D",32.49,2.42,6.21,59.53,8.96,0.09,3.32,0.14,0.14,18.58,0.05,0.57,15.53,5.12,8.08,55.41,15.85,,2116,2324,3540,3508,59.6,66.25
41.22,"T",58.78,36.14,"T",63.86,2.17,6.54,29.66,15.38,0.22,1.84,0.08,0.19,43.44,0.19,0.29,38.28,7.11,6.08,30.28,14.31,3.92,11366,11467,15551,15288,72.91,75.01
63.73,"D",36.27,58.74,"D",41.26,1.76,7.39,49.25,14.55,0.26,2.9,0.22,0.15,23.19,0.07,0.26,23.86,7.58,6.68,53.1,8.79,,2726,2780,3871,3834,70.29,72.51
42.37,"T",57.63,49.95,"T",50.05,1.38,7.93,42.69,16.64,0.07,3.17,0.14,0.1,27.36,0.17,0.34,19.02,8.05,25.09,39.0,8.84,,2917,3239,4802,4888,60.43,66.26
41.5,"T",58.5,39.03,"T",60.97,2.75,6.26,32.76,15.65,0.09,2.25,0.09,0.25,39.53,0.13,0.22,36.85,6.92,7.02,33.94,15.27,,3168,3359,4482,4523,70.55,74.26
45.98,"T",54.02,64.36,"D",35.64,1.49,6.06,54.82,13.42,0.05,4.06,0.03,0.21,19.56,0.11,0.19,17.08,5.45,17.69,51.19,8.59,,3764,3931,6248,6207,59.97,63.33
93.08,"D",6.92,90.65,"D",9.35,0.55,5.34,83.92,5.16,0.06,1.33,0.06,0.0,3.09,0.06,0.42,1.45,4.81,3.75,87.95,1.51,0.39,1656,1936,2646,2646,62.28,73.17
38.72,"T",61.28,38.9,"T",61.1,3.24,6.05,32.85,14.69,0.14,2.61,0.11,0.18,39.99,0.05,0.09,32.5,6.46,10.6,33.78,16.66,,5533,5917,9345,9237,59.09,64.06
59.31,"D",40.69,62.89,"D",37.11,1.53,6.12,54.16,17.19,0.07,2.0,0.14,0.27,18.18,0.2,0.14,17.3,5.83,8.46,60.28,5.94,2.2,2955,3161,5505,5536,53.46,57.1
79.89,"D",20.11,82.76,"D",17.24,0.56,6.41,71.64,7.02,0.19,5.47,0.05,0.09,8.14,0.09,0.33,2.74,4.9,12.05,75.8,4.07,0.44,2146,2344,3454,3460,61.87,67.75
73.71,"D",26.29,80.83,"D",19.17,0.83,6.73,71.67,7.0,0.17,2.79,0.23,0.23,9.98,0.1,0.27,8.78,4.9,8.74,70.35,4.42,2.82,3036,3323,5109,5074,59.01,65.49
65.4,"D",34.6,60.93,"D",39.07,1.53,7.61,51.46,11.53,0.21,3.75,0.07,0.06,23.35,0.1,0.33,20.76,7.32,9.87,52.29,8.52,1.05,8247,8606,12248,12224,67.13,70.4
31.45,"T",68.55,41.25,"T",58.75,2.83,5.59,36.69,19.19,0.21,2.9,0.21,0.07,32.08,0.07,0.14,29.88,8.02,9.96,36.11,16.03,,1421,1566,2642,2697,53.44,58.06
53.24,"D",46.76,67.27,"D",32.73,1.24,7.36,57.62,13.23,0.0,3.55,0.21,0.26,16.07,0.26,0.21,19.14,4.68,11.36,59.66,4.43,0.73,1954,1818,3034,2998,64.01,60.64
66.11,"D",33.89,71.63,"D",28.37,1.75,4.14,63.24,9.19,0.0,5.1,0.0,0.09,16.04,0.23,0.23,14.64,4.66,10.78,62.51,7.42,,2183,2492,3759,3795,57.89,65.67
35.34,"T",64.66,31.65,"T",68.35,2.11,6.9,25.13,17.64,0.18,1.94,0.1,0.21,45.42,0.13,0.24,46.78,7.77,5.51,26.78,13.15,,9330,9727,13229,13293,70.35,73.17
74.72,"D",25.28,73.57,"D",26.43,1.11,10.5,61.93,8.9,0.16,2.28,0.11,0.13,14.5,0.08,0.3,10.04,12.23,7.16,64.66,5.47,,12038,12272,19661,19417,61.05,63.2
70.48,"D",29.52,70.34,"D",29.66,1.23,8.13,61.27,9.15,0.25,3.48,0.22,0.23,15.86,0.05,0.16,8.27,4.87,18.87,60.14,7.34,0.32,5074,5522,9358,9395,54.02,58.78
36.8,"T",63.2,44.44,"T",55.56,1.25,5.57,38.73,22.91,0.0,2.37,0.19,0.19,28.53,0.09,0.19,20.06,4.52,6.55,31.08,5.93,,2167,2329,4784,4769,45.07,48.84
